,tweets,sentiment
1097,"['iraqi', 'political', 'fighting', 'iran', 'iraq', 'terror', 'iraq', 'iranian']",0
1098,"['mon', 'celtic', 'give', 'something', 'cheer', 'place', 'empty', 'soak', 'wee', 'nephew', 'birthday', 'ffs', 'start', 'well', 'drop']",0
1099,"['buzz', 'pathetically', 'sympathy', 'let', 'twirl', 'moustache', 'chuckle', 'sting']",0
1100,['terrible'],0
1101,"['surround', 'trump', 'voter', 'right', 'fuck', 'terrify']",0
1102,"['democracy', 'work']",0
1103,"['bore', 'fat', 'full', 'ridiculously', 'overweight', 'roll', 'galore']",0
1104,"['like', 'loon', 'attic', 'luckily', 'quickly', 'sink', 'wrong', 'pronunciation', 'still', 'stop', 'say', 'stuck']",0
1105,"['get', 'shot', 'lingus', 'face', 'time', 'pretty', 'sure', 'would', 'red', 'hair']",0
1106,"['get', 'run', 'great', 'north', 'run', 'wait', 'run', 'month', 'time', 'mostly', 'dark']",0
1107,"['nga', 'joyful', 'day', 'raising', 'person', 'hand']",1
1108,"['give', 'smile', 'emotion', 'dont', 'like', 'idea', 'frown']",0
1109,"['indian', 'user', 'driver', 'call', 'someone', 'word', 'move', 'vehicle', 'jump']",0
1110,"['welcome', 'sorry', 'word', 'irritate']",0
1111,"['rip', 'dance', 'awful', 'song', 'dance']",0
1112,"['asian', 'tiger', 'relentless', 'aggressive', 'kind', 'deal', 'kid']",0
1113,"['jus', 'see', 'ever', 'anything', 'pussy', 'scare', 'look', 'chill', 'joy', 'face', 'tears', 'of', 'with']",0
1114,"['rather', 'see', 'kyle', 'can', 'play', 'say', 'something']",0
1115,"['dreadful', 'day', 'work', 'gon', 'late', 'class', 'cover', 'paint', 'work', 'night', 'shift']",0
1116,"['goddamn', 'headache']",0
1117,"['never', 'forget', 'live', 'cancel', 'program', 'allow', 'extend', 'people', 'could', 'call', 'detail', 'outrage', 'behaviour']",0
1118,"['tesco', 'cant', 'visa', 'electron', 'accept', 'line']",0
1119,"['admittedly', 'series', 'think', 'see', 'jedi', 'heyday', 'dysfunctional', 'peacekeeper', 'space']",1
1120,"['today', 'realisation', 'last', 'time', 'watch', 'swim', 'lesson', 'back', 'work', 'next', 'week', 'lead', 'joyous', 'bedtime']",1
1121,"['dark', 'side', 'moon', 'fact', 'dark', 'gerry', 'driscoll', 'end', 'dark', 'side', 'moon']",0
1122,"['glad', 'watch', 'crackdown', 'see', 'men', 'lose']",0
1123,"['tampon', 'hall', 'use', 'word', 'fact', 'msc', 'sentence']",0
1124,"['hate', 'guy', 'cant', 'control', 'anger', 'face', 'upside-down']",0
1125,"['catch', 'wonderful', 'new', 'series', 'infectious', 'delight', 'every', 'interview', 'film', 'clip']",0
1126,"['ranger', 'celtic']",0
1127,"['unless', 'concern', 'people', 'figure', 'tvr', 'reason', 'see', 'tweet', 'thing']",0
1128,"['interview', 'scare', 'crap', 'never', 'imagine', 'many', 'dumb', 'dumb', 'american']",0
1129,"['omg', 'kiss', 'see-no-evil', 'monkey']",0
1130,"['give', 'bad', 'part', 'get', 'hot', 'status', 'month', 'chipotle', 'near', 'enough', 'campus']",0
1131,"['lot', 'would', 'give', 'ghandi', 'road', 'rage']",0
1132,"['force', 'fake', 'hug', 'someone', 'flinch', 'get', 'litigious', 'past', 'confounded', 'goblin', 'face', 'NO', 'gesturing', 'person']",0
1133,"['exec', 'complaint', 'ever', 'customer', 'journey']",0
1134,"['breath', 'trend', 'despondent', 'clinton', 'win', 'keep', 'glove', 'guard', 'punch', 'like', 'hell']",1
1135,"['need', 'good', 'vibe', 'doctor', 'appointment', 'tomorrow']",0
1136,"['wonder', 'would', 'happen', 'tell', 'people', 'truth']",0
1137,"['ghost', 'stefano', 'reflect', 'grim', 'indignity', 'murder', 'corrupt', 'cop', 'faux', 'love']",0
1138,"['truly', 'believe', 'heart', 'right', 'satan', 'rejoice', 'one', 'another']",0
1139,"['sahara', 'kid', 'crazy', 'tho']",1
1140,"['keep', 'mind', 'weak', 'insult', 'people', 'human']",1
1141,"['least', 'crystal', 'every', 'part', 'portray', 'wrong', 'dark', 'atmosphere', 'fact', 'mamore', 'brainwash']",0
1142,"['please', 'take']",0
1143,"['ukulele', 'bag', 'fall', 'apart', 'well', 'least', 'life', 'yet', 'neutral', 'face']",1
1144,"['willing', 'alongside', 'without']",1
1145,"['yahya', 'upon', 'time', 'avid', 'fanfiction', 'patron', 'pop', 'heyday']",0
1146,"['look', 'completely']",0
1147,"['always', 'little', 'bit', 'weary', 'speaking', 'want', 'hijack', 'convoy', 'lgb', 'person', 'see']",0
1148,"['shameful', 'display', 'watch', 'today', 'leave', 'reel', 'much', 'anger', 'feel', 'like', 'erode', 'clown', 'watch']",0
1149,"['elate', 'celebrate', 'like', 'ibama', 'wait', 'last', 'day', 'office', 'tell', 'nation', 'brother', 'get', 'reparation']",0
1150,"['offend', 'weird']",0
1151,"['hit', 'sink', 'hammer', 'sorry', 'universal', 'modifier']",0
1152,"['shriekfest', 'line', 'volunteer', 'oct', 'serious', 'inquiry', 'please', 'shriekfest', 'com', 'see', 'free', 'film']",0
1153,"['agree', 'marshall', 'another', 'concern', 'would', 'much', 'rather', 'rested', 'game']",0
1154,"['love', 'true', 'taught', 'fear', 'illusion']",1
1155,"['receive', 'verification', 'email', 'ask', 'resent', 'time', 'still', 'nothing']",0
1156,"['would', 'get', 'decent', 'referee']",0
1157,"['forget', 'hair', 'salon', 'look', 'light', 'cheery', 'would', 'coffee', 'read', 'book']",0
1158,"['howard', 'webb', 'always', 'hold', 'know', 'answer', 'red', 'sutton', 'craig', 'rag', 'sahara']",0
1159,"['make', 'excuse', 'make', 'time', 'make']",1
1160,"['terrible', 'free-kick']",0
1161,"['nif', 'room', 'burning', 'fire']",0
1162,"['think', 'cheek', 'attractive', 'thing', 'guy', 'terrible']",0
1163,"['carry', 'wayward', 'son', 'peace', 'lay', 'weary', 'head', 'rest', 'cry']",1
1164,"['offend', 'faith', 'unless', 'persecute', 'treat', 'like', 'dog', 'disrespect', 'even']",0
1165,"['wake', 'say', 'tried', 'change', 'nappy', 'pouting', 'medium-light', 'tone', 'face', 'oncoming', 'skin', 'fist']",1
1166,"['realize', 'intimidate', 'people', 'low', 'self', 'esteem', 'long', 'time', 'ago', 'surround', 'winner', 'people', 'know', 'get', 'money']",1
1167,"['candy', 'corn', 'great', 'candy', 'world', 'come', 'objectively', 'terrible']",0
1168,"['best', 'horror', 'ever', 'like', 'uncertainty']",1
1169,"['insult', 'late', 'sherry', 'martel']",0
1170,"['three', 'day', 'month', 'two', 'wife', 'home', 'could', 'worse', 'know', 'could']",1
1171,"['awe', 'man', 'mad', 'sit', 'already', 'cut', 'tulle', 'ribbon', 'already', 'joy', 'face', 'tears', 'of', 'with']",0
1172,"['hate', 'start', 'conversation', 'one']",0
1173,"['yes', 'hun', 'avoid', 'cost']",0
1174,"['many', 'happy', 'memory', 'isle', 'wight', 'but', 'yeah', 'sink', 'shit']",0
1175,"['grow', 'adult', 'drink', 'never', 'drink', 'assume', 'raise', 'around', 'rag', 'alcoholic', 'want', 'part']",1
1176,"['happy', 'may', 'keep', 'haunt', 'many', 'year']",0
1177,"['way', 'life', 'united', 'state', 'bring']",0
1178,"['watch', 'amaze', 'live', 'broadcast']",0
1179,"['mourn', 'creativity', 'lose']",0
1180,"['turn', 'soon', 'say', 'burst', 'tear', 'loo', 'overwhelmed']",1
1181,"['make', 'sure', 'tell', 'scar', 'medium-light', 'raising', 'tone', 'hands', 'skin']",0
1182,"['dont', 'mind', 'much', 'smooth', 'thicker', 'texture', 'make', 'hearty', 'also', 'glad', 'ice', 'coffee', 'thing']",1
1183,"['happy', 'birthday', 'keep', 'smiling', 'always', 'wish', 'wonderful', 'year', 'ahead', 'mam']",1
1184,"['well', 'wetter', 'dry', 'certainly', 'find', 'hilarious']",1
1185,"['take', 'deep', 'breath', 'shake', 'could', 'adrenaline', 'wow', 'weird', 'depend', 'regular', 'varies']",0
1186,"['yup', 'feel', 'dirty', 'cheering']",0
1187,"['one', 'favorite', 'song', 'brother', 'real', 'talk']",1
1188,"['good-morning', 'fam', 'know', 'critical', 'condition', 'pave', 'way', 'miracle']",1
1189,"['give', 'thought', 'khalistan', 'concern', 'baluchistan', 'kashmir', 'issue']",1
1190,"['sorry', 'guy', 'absolutely', 'idea', 'time', 'cam', 'tomorrow', 'keep', 'post']",0
1191,"['watch', 'glee', 'break', 'tear', 'face', 'crying', 'loudly']",0
1192,"['voodoo', 'poor', 'blue', 'bell']",0
1193,"['honourable', 'senator', 'cheer', 'cease', 'fire', 'hold', 'people', 'die', 'cheer', 'genocide', 'support', 'good']",0
1194,"['professor', 'introduce', 'say', 'one', 'interesting', 'fact', 'nhs', 'ethan', 'sun', 'engulf', 'planet', 'fiery', 'erosion', 'one', 'day']",0
1195,"['dear', 'future', 'big', 'brother', 'player', 'chase', 'dick', 'season', 'win', 'dollar', 'sti']",1
1196,"['ignore', 'broken', 'tooth', 'long', 'abscess', 'need', 'dentist', 'make', 'hard', 'still', 'dentist']",0
1197,"['back', 'big', 'time', 'selection', 'last', 'night', 'absolutely', 'buzz', 'bring', 'roach']",1
1198,"['know', 'bad', 'new', 'pizza', 'hut', 'commercial', 'pizza', 'pizza', 'hut', 'make']",0
1199,"['hooked', 'backward', 'recommend']",0
1200,"['somehow', 'sausage', 'pasta', 'make', 'sunk', 'bottom', 'eating', 'sausage', 'tiny', 'bit', 'leftover', 'pasta']",1
1201,"['true', 'none', 'player', 'cop', 'drink', 'chilled', 'bitter', 'player', 'walter', 'mitty', 'type']",0
1202,"['flush', 'upon', 'hear', 'feeling', 'reciprocate', 'elate', 'shove', 'right', 'arm', 'hug', 'tightly']",1
1203,"['guy', 'call', 'people', 'luck', 'anti', 'blm', 'offend', 'idea', 'might', 'pro', 'police', 'reform', 'amazing']",1
1204,"['follow', 'girl', 'tiff', 'get', 'follower', 'sparkling', 'arrow', 'with', 'heart']",0
1205,"['get', 'excited', 'play', 'main', 'stage', 'sunday', 'oct']",0
1206,"['love', 'megan', 'rag', 'kendall', 'jenner', 'photo', 'sit', 'like', 'face', 'upside-down']",0
1207,"['think', 'barrier', 'truth']",0
1208,"['new', 'play', 'tonight', 'pretty', 'much', 'blind', 'run', 'played', 'game', 'maybe', 'get', 'level']",0
1209,"['fear', 'failure', 'urge', 'productive']",0
1210,"['least', 'know', 'band', 'world', 'glad', 'ask']",1
1211,"['yes', 'rejoice']",0
1212,"['forgot', 'plug', 'phone', 'overnight']",0
1213,"['war', 'right', 'outside', 'door']",0
1214,"['issue', 'effort', 'involve', 'get', 'back', 'amount', 'put', 'fearful']",0
1215,"['folk', 'band', 'thistle', 'replace', 'paul', 'edward', 'quartet', 'laurel', 'bank', 'park', 'sit', 'due', 'ill', 'health']",0
1216,"['aha', 'sorry', 'grim', 'even', 'disturbed', 'start', 'lose', 'trust', 'twitter', 'generally']",0
1217,"['scared', 'press', 'send']",1
1218,"['competition', 'suppose', 'motivate', 'well', 'everytime', 'bitter', 'time', 'philosopher']",1
1219,"['safe', 'blue', 'red', 'well', 'obviously', 'battleground', 'state', 'would']",0
1220,"['migraine', 'hangover', 'day', 'stand', 'dish', 'exhaust', 'gad', 'depression', 'chronic', 'pain']",0
1221,"['her', 'mind', 'room', 'develop', 'hot', 'a', 'springs', 'face', 'blowing', 'kiss']",0
1222,"['bad', 'news', 'order', 'online', 'happen', 'order', 'phone']",0
1223,"['ellie', 'answer', 'question', 'shy', 'love', 'talk', 'fashion']",1
1224,"['bad', 'affliction', 'someone', 'know', 'ever', 'convince']",0
1225,"['many', 'great', 'pic', 'show', 'tokyo', 'like', 'outfit', 'except', 'lace', 'one', 'horrible', 'pant', 'tipping', 'heart-eyes', 'smiling', 'face', 'hand', 'with', 'person']",0
1226,"['sight', 'sound', 'smell', 'behold', 'person', 'still', 'give', 'creep', 'think']",0
1227,"['warn', 'sensitive', 'angry', 'insecure', 'baby', 'today', 'ugh', 'people', 'large', 'either', 'hate', 'ignore', 'literally', 'bad']",0
1228,"['think', 'high', 'profile', 'female', 'colleague', 'would', 'one', 'that', 'category']",0
1229,"['like', 'really', 'fuck', 'ask']",0
1230,"['class', 'angeles', 'dublin', 'luggage', 'day', 'customer', 'response', 'time', 'customer']",0
1231,"['aha', 'well', 'today', 'get', 'beyond', 'pout', 'annoying', 'afraid']",0
1232,"['know', 'everyone', 'pretend', 'sad', 'angelina', 'brad', 'everyone', 'know', 'dumb', 'stay', 'jennifer']",0
1233,"['use', 'multiple', 'comb', 'simultaneously', 'like', 'call', 'impressive', 'work']",1
1234,"['say', 'third', 'city', 'kit', 'fuck', 'awful', 'someone', 'nike', 'want', 'shoot']",0
1235,"['damn', 'gon', 'shy', 'chief', 'reward', 'get', 'post', 'game', 'photo']",0
1236,"['want', 'canada', 'awe', 'face', 'crying', 'loudly']",0
1237,"['ditto', 'amazing', 'atmosphere']",1
1238,['wrath'],0
1239,"['way', 'blood', 'boil', 'little', 'bastard']",0
1240,"['sadly', 'smutty']",0
1241,"['drug', 'rap', 'woman', 'least', 'barb', 'sober', 'consenting']",0
1242,"['snapshot', 'filter', 'look', 'terrible', 'glass']",0
1243,['make'],0
1244,"['get', 'response', 'customer', 'why', 'understand', 'always', 'amazon', 'fault', 'disappointed', 'face']",0
1245,"['left', 'protect', 'long', 'lose', 'reasoning', 'power']",0
1246,"['awe', 'yay', 'wish', 'could']",0
1247,"['actually', 'pretty', 'well', 'learning', 'manage', 'depression', 'life', 'yeah', 'cancel']",1
1248,['dull'],0
1249,"['intense', 'emotional', 'response']",0
1250,"['ban', 'harm', 'many', 'people', 'disabled', 'veteran', 'people']",0
1251,"['point', 'life', 'play', 'christmas', 'music', 'room', 'need', 'winter', 'joyful', 'time']",0
1252,"['earthling', 'real']",1
1253,"['chart', 'music', 'pretty', 'much']",0
1254,"['mom', 'remember', 'barley', 'die', 'cry', 'like', 'baby']",0
1255,"['listen', 'white', 'trash', 'talk', 'black', 'insult', 'talk', 'race', 'living', 'trailer']",0
1256,"['good', 'morning', 'welcome', 'new', 'day', 'life', 'heart']",1
1257,"['musician', 'superstitious', 'dread', 'cross', 'highway', 'true', 'story']",0
1258,"['alarm', 'clock', 'ring', 'morning', 'flatmate', 'knock', 'door', 'ask', 'set', 'anything', 'fire', 'burn', 'alive']",0
1259,"['omg', 'not', 'love', 'much', 'love', 'cheery', 'face', 'hug', 'kiss', 'blowing', 'a', 'face']",1
1260,"['much', 'delight']",1
1261,"['bad', 'anxiety', 'annoy']",0
1262,"['annual', 'reminder', 'care', 'cheerfully', 'eat', 'anything', 'label']",0
1263,"['last', 'night', 'dream', 'today', 'christmas', 'woke', 'scream', 'ready']",0
1264,"['step', 'beat', 'realise', 'wait', 'take', 'action']",1
1265,"['overwhelm', 'sadness', 'shall', 'pass']",0
1266,"['second', 'day', 'job', 'already', 'get', 'dollar', 'tip', 'dude', 'whose', 'constantly', 'twitch', 'eye', 'lollo']",0
1267,"['page', 'script', 'due', 'friday', 'class', 'say', 'could', 'thing']",0
1268,"['everything', 'far', 'away', 'time', 'short', 'rest', 'weary']",0
1269,"['hah', 'speak', 'cousin', 'like', 'mind', 'displeasure', 'see', 'bare', 'face', 'train', 'pretty', 'sight', 'mate']",0
1270,"['keep', 'feeling', 'heaviness', 'leave', 'hand', 'look', 'awe', 'every', 'single', 'time', 'heart-eyes', 'smiling', 'face', 'with', 'ring']",0
1271,"['well', 'course', 'progress', 'sake', 'progress', 'must', 'discourage', 'problem', 'substance', 'rhetoric']",0
1272,"['tried', 'get', 'earlier', 'flt', 'day', 'turn', 'away', 'bcu', 'late', 'agent', 'let']",0
1273,"['talksport', 'sound', 'like', 'broadcaster', 'someone', 'basement']",0
1274,"['chew', 'face', 'flushed']",0
1275,"['confidence', 'come', 'always', 'right', 'fear', 'wrong', 'peter', 'mcintyre']",1
1276,"['love', 'tay', 'tiff', 'sit', 'house', 'work', 'face', 'upside-down']",0
1277,['serious'],0
1278,"['hark', 'back', 'challenge', 'give', 'hearty', 'thank', 'release', 'tax', 'return']",0
1279,"['tonight', 'fulford', 'arm', 'york', 'tomorrow', 'bank', 'top', 'tavern', 'oldham', 'next', 'saturday', 'big', 'hand', 'manchester']",0
1280,['cheer'],0
1281,"['wonder', 'show', 'sponsor', 'anti', 'tourist', 'board', 'australia', 'discourage', 'visitor']",0
1282,"['favourite', 'quote', 'year', 'far', 'swore', 'parsnip', 'joy', 'face', 'tears', 'of', 'with']",0
1283,"['yeah', 'want', 'become', 'obese', 'afford', 'think', 'serious', 'aha', 'cold', 'smiling', 'face', 'sweat', 'mouth', 'with', '&', 'open']",1
1284,"['shame', 'fear', 'matter', 'face']",1
1285,"['sun', 'literally', 'burn', 'skin']",0
1286,"['someone', 'struggle', 'since', 'resent', 'everyone', 'make', 'spectacle', 'certain', 'youtuber', 'severe', 'anorexia']",0
1287,"['childhood', 'experience', 'inform', 'adult', 'relationship', 'associative', 'memory', 'question', 'ability', 'process']",0
1288,"['take', 'feeling', 'key', 'unfairly', 'lip', 'form', 'frown', 'try', 'walk', 'away']",0
1289,"['maybe', 'different', 'stay', 'sixth', 'form', 'still', 'oppressive', 'architecture', 'uninteresting', 'people']",0
1290,"['content', 'update', 'provoke', 'income']",0
1291,"['lose', 'like', 'really', 'big', 'deal', 'worry', 'trivial', 'shit', 'like']",1
1292,"['talk', 'mansion', 'gear', 'fury', 'always', 'well', 'towards', 'end']",0
1293,"['thoroughly', 'enjoy', 'ahs', 'tonight']",0
1294,"['day', 'day', 'excite']",1
1295,"['want', 'let', 'everyone', 'know', 'wonderful', 'people', 'night']",1
1296,"['shock', 'work', 'ethic', 'player', 'rooney', 'stifle', 'laziness']",0
1297,"['start', 'get', 'butterfly', 'tummy', 'tomorrow', 'win']",0
1298,"['sorry', 'definitely', 'next', 'time', 'beyond', 'unreasonable']",1
1299,"['stay', 'home']",0
1300,"['never', 'let', 'sadness', 'past', 'ruin', 'future']",1
1301,"['awesome', 'another', 'non', 'native', 'offend', 'behalf', 'need', 'world']",1
1302,"['first', 'college', 'math', 'test', 'tomorrow']",0
1303,"['nicole', 'cory', 'evict']",0
1304,"['believe', 'put', 'even', 'point']",0
1305,"['lgb', 'person', 'tell', 'someone', 'else', 'identify', 'valid', 'sad', 'everything', 'stand']",0
1306,"['yeah', 'paul', 'scale', 'collision', 'balance']",1
1307,"['next', 'despair', 'hope', 'shine', 'even', 'brighter', 'get', 'matt']",1
1308,"['elation', 'quality', 'state', 'elate', 'feel', 'state', 'great', 'joy', 'pride']",1
1309,"['vote', 'like', 'stick', 'knife', 'toaster']",0
1310,"['feminist', 'ask', 'unhappy', 'lack', 'love', 'live', 'fight', 'losing', 'game']",0
1311,"['know', 'final', 'day', 'summer', 'finale']",0
1312,"['think', 'box', 'one', 'madden', 'bundle', 'would', 'come', 'physical', 'copy', 'madden', 'code', 'gon', 'take', 'fucking', 'forever', 'download', 'lol', 'sleeping', 'face']",0
1313,"['find', 'lose', 'stay', 'passerby', 'get', 'lose']",0
1314,"['shit', 'gon', 'start', 'cold', 'war', 'flag', 'first']",0
1315,"['like', 'call', 'cardiac', 'arrest', 'turn', 'cut', 'finger']",0
1316,"['feel', 'horribly', 'depress', 'despondent', 'life', 'future', 'always', 'know', 'say']",1
1317,"['childhood', 'experience', 'leave', 'permanent', 'deep', 'sadness', 'adult', 'underlie', 'everything']",0
1318,"['forever', 'straight', 'fix', 'frown', 'good', 'halo', 'with', 'smiling', 'face']",0
1319,"['early', 'morning', 'cheerfulness', 'extremely', 'obnoxious']",0
1320,"['word', 'normalize', 'medium', 'wow', 'word', 'word', 'frog', 'boil', 'pot', 'via', 'medium']",0
1321,"['katie', 'love', 'describe', 'normal', 'really', 'anything']",1
1322,"['pff', 'anyone', 'undergo', 'constant', 'ongoing', 'horror', 'sapient', 'consciousness', 'trust', 'themself', 'anyway']",0
1323,['guess'],0
1324,"['complain', 'time', 'wonder', 'people', 'never', 'want', 'see', 'acc', 'rile', 'stfuuu']",0
1325,"['get', 'wrong', 'fur', 'pal', 'in', 'screaming', 'fear', 'face']",0
1326,"['thank', 'look', 'forward', 'sweet', 'look', 'entertain']",1
1327,"['happen', 'eec', 'thumbs', 'place', 'glee', 'interpret', 'double', 'negative']",0
1328,"['girlfriend', 'cook', 'dinner', 'spag', 'blow', 'sure', 'need', 'help', 'joy', 'face', 'tears', 'of', 'with']",1
1329,"['let', 'worry', 'get', 'remember', 'moses', 'start', 'basket', 'case', 'today', 'choose']",1
1330,"['cover', 'milo', 'might', 'make', 'sense', 'much', 'even', 'celebrate', 'puckish', 'cooperation', 'something', 'ghastly']",0
1331,"['make', 'somewhat', 'gloomy']",0
1332,"['hey', 'never', 'know', 'channel', 'version', 'might', 'actually', 'quite', 'good', 'advert', 'end', 'world']",1
1333,"['evil', 'rich', 'white', 'men', 'fuck', 'crony', 'intelligence', 'gov', 'academia', 'use', 'blithe', 'black', 'fodder']",0
1334,"['maybe', 'entire', 'russian', 'team', 'test', 'positive', 'meconium', 'north', 'american', 'get', 'replace']",1
1335,"['head', 'layer', 'plc', 'get', 'food', 'wrong', 'move', 'bail', 'food', 'barely', 'make']",0
1336,"['tow', 'route', 'future', 'come']",1
1337,"['lucia', 'fantastic', 'feel', 'cheery', 'feel', 'cheery']",1
1338,"['man', 'know', 'juggle', 'ball']",1
1339,"['fill', 'report', 'let', 'get', 'fine', 'levy']",0
1340,"['literally', 'make', 'depress']",0
1341,"['decide', 'stop', 'afraid', 'stop', 'free']",1
1342,"['want', 'speak', 'front']",0
1343,"['wish', 'next', 'madden', 'story', 'mode', 'like', 'fifa']",1
1344,"['grow', 'weary', 'good']",1
1345,"['time', 'hit', 'library', 'lovely', 'pile', 'book', 'reservation', 'collect', 'morning']",0
1346,"['michelle', 'cry', 'crying', 'face']",0
1347,"['need', 'think', 'new', 'avtar', 'fire', 'emblem', 'revelation', 'might', 'start', 'play', 'soon', 'idea', 'names', 'gender', 'choose']",1
1348,"['drunken', 'patron', 'make', 'whole', 'situation', 'much', 'jovial', 'though']",1
1349,"['still', 'use', 'offense', 'middle', 'punt']",0
1350,"['please', 'could', 'cloud', 'passion', 'emotion', 'lead', 'truth']",1
1351,"['quinn', 'short', 'hair', 'make', 'sad']",0
1352,"['guy', 'rag', 'hard', 'rocket', 'league', 'game', 'beat', 'start', 'cry', 'laugh', 'hard', 'lol']",0
1353,"['love', 'cheerful', 'woman', 'store', 'someone', 'else', 'furniture', 'eternity', 'sell']",1
1354,"['gloomy', 'day']",0
1355,"['drop', 'every', 'fear']",1
1356,"['let', 'get', 'drink', 'tell', 'thing', 'afraid', 'say', 'sober']",0
1357,"['sometimes', 'best', 'motivation', 'come', 'prove', 'wrong']",1
1358,"['promise', 'restoration', 'nation', 'israel', 'everywhere', 'look', 'bless', 'barn', 'wine', 'overflow', 'everything', 'beautiful']",1
1359,"['ferry', 'restless', 'tonight']",0
1360,"['flat', 'party', 'instantly', 'get', 'blocked']",0
1361,"['know', 'make', 'fear']",0
1362,"['yeah', 'dude', 'appreciate', 'abc', 'peep']",1
1363,"['know', 'whether', 'despair', 'agitate', 'cull']",0
1364,['day'],0
1365,"['medicare', 'suppose', 'nice', 'honestly', 'nervous', 'foot', 'ticklish']",0
1366,"['check', 'article']",0
1367,"['america', 'openly', 'embrace', 'racism']",0
1368,"['balmer', 'furious', 'another', 'delivery', 'lose']",0
1369,"['struggle', 'affliction']",1
1370,"['loco', 'dream', 'since', 'freshman', 'year', 'awe', 'smiling', 'face', 'heart', 'red', 'kissing', 'with', 'eyes']",0
1371,"['anyone', 'know', 'today', 'mood', 'seem', 'strangely', 'jubilant', 'meatloaf', 'say', 'bad', 'unless', 'win', 'one']",1
1372,"['someone', 'make', 'priority', 'list', 'thing', 'outrage', 'order']",0
1373,"['think', 'yawn', 'actor', 'die', 'drug', 'overdose']",0
1374,"['best', 'thing', 'see', 'age', 'funny', 'miss', 'bridget']",1
1375,"['retreat', 'rand', 'paul', 'stop', 'feeling', 'middle', 'east', 'arm', 'race', 'worsen', 'already', 'horrific', 'refugee', 'crisis', 'yemen']",0
1376,"['know', 'try', 'fret', 'sweet', 'little', 'upper']",0
1377,"['texan', 'scar', 'bunch']",0
1378,"['still', 'log', 'fuck', 'snapshot']",0
1379,"['people', 'weak', 'follow', 'dream', 'always', 'find', 'way', 'discourage']",0
1380,"['red', 'card', 'gordon', 'ref', 'must', 'celtic', 'fan', 'shock', 'challenge']",0
1381,"['see', 'get', 'think', 'bout', 'rapper', 'think', 'die', 'burst', 'tear']",0
1382,"['terrible', 'handle', 'owe', 'whoever', 'run', 'lot']",1
1383,"['loner', 'really', 'shy', 'cold', 'smiling', 'face', 'sweat', 'mouth', 'with', '&', 'open']",1
1384,"['intimidate', 'annoys', 'side', 'good', 'feel']",0
1385,"['sure', 'lot', 'say', 'something', 'even', 'concern', 'winking', 'face']",0
1386,"['peanut', 'butter', 'take', 'away', 'sting']",1
1387,"['people', 'watch', 'enjoy', 'rare', 'show', 'optimism', 'smiling', 'face', 'grinning', 'with', 'eyes']",1
1388,"['quite', 'sure', 'craig', 'gordon', 'stay', 'park']",0
1389,"['imagine', 'person', 'spray', 'tan']",0
1390,"['let', 'discourage', 'one', 'best', 'idea', 'yet']",1
1391,"['please', 'concern']",0
1392,"['clear', 'american', 'naturally', 'flavour', 'sparkling', 'water']",0
1393,"['learned', 'let', 'resentment', 'people', 'hurt', 'keep', 'like', 'swallow', 'poison', 'erect', 'die']",1
1394,"['angel', 'get', 'nervous', 'mask', 'medical', 'with', 'face']",0
1395,"['need', 'mask', 'gladly', 'make', 'donation', 'help', 'name', 'rex', 'first', 'initial']",1
1396,"['close', 'hour', 'early', 'force', 'guest', 'sober', 'drive']",1
1397,"['stop', 'horror', 'movie', 'theme', 'commercial', 'suddenly', 'hear', 'scream', 'really', 'make', 'want', 'watch', 'twitch']",0
1398,"['decide', 'stop', 'afraid', 'stop', 'free']",1
1399,"['see', 'come', 'sad', 'instagram', 'comment', 'pic', 'funny', 'adapts', 'fan', 'blow', 'joy', 'face', 'tears', 'of', 'with']",0
1400,"['replace', 'carpet']",0
1401,"['patti', 'seem', 'sad', 'stamp', 'ran', 'behind', 'sofa', 'give', 'plenty', 'love', 'affection', 'usual']",0
1402,"['world', 'great', 'live', 'support', 'actually', 'helpful']",0
1403,"['update', 'may', 'worst', 'mistake', 'day']",0
1404,"['offense', 'doctor', 'cry', 'tear', 'joy', 'realize', 'family', 'christmas', 'cute']",0
1405,"['reaper', 'become', 'reaper', 'find', 'story', 'niki', 'thru', 'comic', 'animate', 'short']",0
1406,"['hello', 'the', 'big', 'bully', 'crocodile', 'tear', 'bully', 'always', 'act', 'like', 'offend', 'victim']",0
1407,"['might', 'sting', 'bite', 'lads', 'get']",1
1408,"['yeah', 'whatever', 'whahibbi', 'sect', 'know', 'synonymous']",0
1409,"['always', 'one', 'song', 'make', 'turn', 'radio', 'rather', 'sit', 'silence', 'pouting', 'face']",0
1410,"['solemn', 'thing', 'small', 'scandal', 'kingdom', 'see', 'god', 'child', 'starve', 'seat', 'father', 'table', 'tozer']",0
1411,"['hour', 'ride', 'make']",0
1412,"['wish', 'kid', 'stressful', 'part', 'whether', 'gabriella', 'troy', 'would', 'get', 'back', 'together']",0
1413,"['would', 'advise', 'everyone', 'wait', 'watch', 'actually', 'wait', 'even', 'watch']",0
1414,"['strong', 'hand', 'move', 'firmly', 'grope', 'thighs', 'squeeze', 'dig', 'nail', 'extract', 'growl']",0
1415,"['hope', 'hustle', 'offend', 'nobody']",0
1416,"['rodo', 'hilarious']",0
1417,"['look', 'fab', 'make', 'big', 'screen', 'wait', 'see', 'evolve', 'bright', 'future', 'little', 'toy', 'people']",0
