,tweet,emojis,hashtags,followers,likes,hour_sin,hour_cos,day_sin,day_cos,negative,positive
1544,"['school', 'strike', 'week', 'today', 'plan', 'global', 'climate', 'strike', 'million', 'take', 'part', 'emergency', 'adapt', 'change', 'behaviour', 'climate', 'crisis', 'still', 'ongoing', 'must', 'fight', 'every', 'crisis']",[],3,334,high,-0.1361666490962464,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,1,0
1545,"['korea', 'beloved', 'character', 'pengsoo', 'recreate', 'kim', 'taehyung', 'challenge', 'speak', 'volume', 'impact', 'taehyung', 'king', 'promotion']","['heart', 'purple']",1,9386,small,-0.7308359642781246,0.6825531432186536,1.2246467991473532e-16,-1.0,1,0
1546,"['year', 'old', 'girl', 'write', 'stay', 'home', 'japanese', 'calligraphy']",[],1,803,small,0.730835964278124,0.6825531432186541,0.0,1.0,1,0
1547,"['ignorance', 'absence', 'knowledge', 'stupidity', 'presence', 'knowledge', 'refusal', 'use']",[],2,536,high,0.5195839500354336,0.8544194045464886,-0.8660254037844386,0.5000000000000001,1,0
1548,"['see', 'take', 'corona', 'seriously', 'note', 'monkey', 'make', 'sound', 'warn', 'specie', 'impend', 'danger', 'therealtarzann']","['dizzy', 'monkey', 'projector', 'see-no-evil', 'film', 'face']",6,4570,high,-0.3984010898462412,-0.9172113015054532,0.0,1.0,1,0
1549,"['thankyou', 'doctor', 'healthworkers', 'thankyou', 'help', 'thank']","['hands', 'folded']",0,110,high,0.6310879443260526,-0.7757112907044199,1.2246467991473532e-16,-1.0,0,1
1550,"['thank', 'part', 'campaign', 'star', 'school', 'ghar', 'men', 'rao', 'cool', 'one', 'socially', 'responsible', 'actor', 'today']",[],5,110,medium,0.6310879443260526,-0.7757112907044199,1.2246467991473532e-16,-1.0,0,1
1551,"['tesco', 'try', 'time', 'back', 'lin', 'ceo', 'president', 'click', 'tesco', 'official', 'statement', 'regard', 'ovid', 'pandemic']",[],7,104,small,0.5195839500354336,0.8544194045464886,0.0,1.0,1,0
1552,"['might', 'separate', 'remember', 'check', 'friend', 'family', 'neighbour', 'community', 'hard', 'time', 'happy', 'break', 'fast', 'even']","['crescent', 'moon']",7,131,medium,0.3984010898462418,-0.9172113015054528,-0.8660254037844385,-0.5000000000000004,0,1
1553,"['heard', 'similar', 'protest', 'plan', 'trenton', 'tuesday', 'april', 'governor', 'phil', 'murphy', 'abuse', 'resident', 'bill', 'right', 'excite', 'crisis', 'draconian', 'measure']",[],0,792,small,-0.816969893010442,-0.5766803221148672,1.2246467991473532e-16,-1.0,1,0
1554,"['stay', 'fuck', 'home', 'song', 'ricky', 'jones', 'lyric', 'chris', 'franklin']",[],3,2689,high,0.3984010898462418,-0.9172113015054528,-0.8660254037844386,0.5000000000000001,1,0
1555,"['enjoy', 'relax', 'home']",['bird'],2,4570,high,0.3984010898462418,-0.9172113015054528,-2.4492935982947064e-16,1.0,1,0
1556,"['keep', 'paw', 'clean', 'mochithecatto']","['house', 'paw', 'prints', 'video', 'camera']",2,4570,high,-0.9976687691905392,-0.06824241336467135,-0.8660254037844386,0.5000000000000001,1,0
1557,"['stay', 'cozy', 'home']","['hands', 'sparkling', 'heart', 'folded']",1,4570,high,-0.5195839500354343,0.8544194045464881,-0.8660254037844385,-0.5000000000000004,1,0
1558,"['join', 'series', 'become', 'king', 'castle', 'detail', 'first', 'broadcast', 'follow']",[],9,44425,small,-0.1361666490962464,-0.9906859460363308,0.0,1.0,1,0
1559,"['fan', 'access', 'exclusive', 'content', 'follow', 'winner', 'raffle', 'marco', 'namas']","['sign', 'calendar', 'key', 'heavy', 'folded', 'arrow', 'hand', 'check', 'anticlockwise', 'with', 'stone', 'smiling', 'gem', 'right', 'male', 'party', 'person', 'white', 'trophy', 'raising', 'face', 'winking', 'fire', 'arrows', 'hands', 'mark', 'button', 'popper', 'heart-eyes']",12,1592,high,-0.2697967711570244,0.9629172873477992,-0.8660254037844386,0.5000000000000001,0,1
1560,"['fan', 'access', 'exclusive', 'content', 'follow', 'winner', 'raffle', 'marco', 'namas']","['sign', 'calendar', 'key', 'heavy', 'folded', 'arrow', 'hand', 'check', 'anticlockwise', 'with', 'stone', 'smiling', 'gem', 'right', 'male', 'party', 'person', 'white', 'trophy', 'raising', 'face', 'winking', 'fire', 'arrows', 'hands', 'mark', 'button', 'popper', 'heart-eyes']",12,733,high,-0.2697967711570244,0.9629172873477992,-0.8660254037844386,0.5000000000000001,0,1
1561,"['know', 'simple', 'action', 'limit', 'transmission', 'wash', 'hand', 'regularly', 'cough', 'elbow', 'use', 'disposable', 'tissue', 'shake', 'hand']","['flexed', 'biceps', 'hand', 'raised']",8,1,small,0.9422609221188205,-0.33487961217098616,0.8660254037844387,-0.4999999999999998,1,0
1562,"['child', 'teach', 'good', 'life', 'tomorrow']",[],7,1,small,-0.5195839500354343,0.8544194045464881,-2.4492935982947064e-16,1.0,0,1
1563,"['madness', 'first', 'hear', 'new', 'mix', 'twitter']",[],10,338,small,-0.1361666490962464,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,1,0
1564,"['true', 'together', 'welcome', 'act', 'protect', 'future']",[],5,1,small,0.3984010898462418,-0.9172113015054528,0.8660254037844387,-0.4999999999999998,1,0
1565,"['hungry', 'anyone', 'insatiable', 'desire', 'cock', 'drip', 'cook', 'dinner', 'wifey', 'hungry']","['mark', 'sweat', 'droplets', 'kiss']",11,301,medium,0.5195839500354336,0.8544194045464886,0.8660254037844386,0.5000000000000001,1,0
1566,"['digital', 'rally', 'begin', 'pst', 'est', 'stand', 'support', 'use', 'show', 'back', 'defeat', 'keep', 'family', 'safe']","['light', 'tone', 'Statue', 'heart', 'biceps', 'medium', 'of', 'police', 'Liberty', 'flexed', 'skin', 'megaphone', 'car', 'blue']",6,2631,medium,-0.2697967711570244,0.9629172873477992,0.0,1.0,1,0
1567,"['dance', 'jump', 'happy', 'reason', 'expression', 'jewel', 'child', 'one', 'treasure']",[],8,2,small,0.6310879443260526,-0.7757112907044199,0.0,1.0,1,0
1568,"['nothing', 'well', 'come']","['red', 'microphone', 'heart']",5,42,small,0.2697967711570243,0.9629172873477994,1.2246467991473532e-16,-1.0,1,0
1569,"['important', 'child', 'physical', 'exercise', 'regularly', 'crucial', 'metabolic', 'development']",[],9,2,small,-0.6310879443260528,-0.7757112907044198,1.2246467991473532e-16,-1.0,1,0
1570,"['sign', 'read', 'hold', 'hand', 'bit', 'think', 'long', 'nurse', 'everything', 'always']",[],11,9219,medium,-0.9976687691905392,-0.06824241336467135,0.8660254037844387,-0.4999999999999998,1,0
1571,"['goole', 'doodle', 'celebrate', 'pioneer', 'doctor', 'whose', 'work', 'help', 'develop', 'polio', 'vaccine']",[],7,13599,small,-0.7308359642781246,0.6825531432186536,0.8660254037844387,-0.4999999999999998,1,0
1572,"['read', 'strike', 'reduced', 'review', 'every', 'week', 'rest', 'aspirational', 'rhetoric', 'value', 'underpin', 'review', 'plan', 'scottish', 'business', 'people', 'use', 'make', 'decision']",[],0,6,small,0.13616664909624665,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,1,0
1573,"['ask', 'protect', 'save', 'life', 'help', 'stop', 'spread', 'absolutely', 'necessary', 'meet', 'others', 'outside', 'household', 'even', 'friends', 'family', 'find', 'late', 'guidance']","['right', 'arrow']",2,6,high,-0.816969893010442,-0.5766803221148672,0.8660254037844387,-0.4999999999999998,0,1
1574,"['previous', 'webster', 'remove', 'help', 'type', 'goole', 'bing', 'yahoo', 'duckdukgo', 'mental', 'universe', 'thanks']","['heart', 'suit']",2,30,small,-0.9976687691905392,-0.06824241336467135,-0.8660254037844385,-0.5000000000000004,1,0
1575,"['bless', 'ramadan', 'all']",[],0,4,small,0.13616664909624665,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,0,1
1576,"['support', 'project', 'unity', 'recognize', 'healthcare', 'professional', 'global', 'message', 'gratitude']",[],3,95,small,-0.9790840876823228,0.20345601305263417,0.8660254037844386,0.5000000000000001,1,0
1577,"['listen', 'feel', 'discourage', 'get', 'find', 'strength', 'react', 'immediately', 'watch', 'ettore', 'cola', 'nominate', 'enjoy', 'sophia', 'loren', 'marcello', 'mastroianni', 'magistrate', 'performance', 'courtesy']","['with', 'flash', 'camera']",3,442,small,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001,1,0
1578,"['remains', 'close', 'visitor', 'still', 'see', 'site', 'learn', 'history', 'thanks']",[],4,2222,high,0.13616664909624665,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,1,0
1579,"['dance', 'jump', 'happy', 'reason', 'expression', 'jewel', 'child', 'one', 'treasure']",[],8,1,small,0.6310879443260526,-0.7757112907044199,0.0,1.0,1,0
1580,"['wash', 'hand', 'follow', 'step', 'protect', 'family', 'neighbor']","['pointing', 'mark', 'backhand', 'down', 'cross', 'index']",2,1,high,0.8169698930104421,-0.5766803221148671,0.8660254037844386,0.5000000000000001,0,1
1581,"['know', 'simple', 'action', 'limit', 'transmission', 'wash', 'hand', 'regularly', 'cough', 'elbow', 'use', 'disposable', 'tissue', 'shake', 'hand']","['flexed', 'biceps', 'hand', 'raised']",8,89,small,0.9422609221188205,-0.33487961217098616,0.8660254037844387,-0.4999999999999998,1,0
1582,"['good', 'news', 'pub', 'waive', 'imp', 'charge', 'transaction', 'perform', 'internet', 'banking', 'mobile', 'banking', 'app', 'immediate', 'effect']",[],4,184,medium,-0.6310879443260528,-0.7757112907044198,1.2246467991473532e-16,-1.0,0,1
1583,"['time', 'fly', 'baby', 'collection', 'korea', 'apr', 'line', 'friend', 'online', 'store', 'global', 'apr', 'pdt', 'line', 'friends', 'collection']",[],8,1,high,0.5195839500354336,0.8544194045464886,-0.8660254037844385,-0.5000000000000004,1,0
1584,"['get', 'along', 'pandemic', 'realize', 'hope', 'survive', 'alien', 'invasion', 'doom']",[],3,827,,-0.9976687691905392,-0.06824241336467135,0.0,1.0,1,0
1585,"['lisa', 'sparxxx', 'social', 'medium', 'account', 'smash', 'subscribe', 'button', 'hit', 'like', 'button', 'ring', 'notification', 'bell', 'share', 'friend']","['light', 'tone', 'head', 'fist', 'skin', 'hammer', 'speaking', 'oncoming', 'bell']",5,0,medium,0.3984010898462418,-0.9172113015054528,-2.4492935982947064e-16,1.0,0,1
1586,"['love', 'tuesday', 'kiddy']","['sparkling', 'heart']",3,11787,small,-0.6310879443260528,-0.7757112907044198,0.8660254037844386,0.5000000000000001,0,1
1587,"['really', 'need', 'ride', 'something', 'kind', 'engine', 'watch', 'till', 'end']","['dashing', 'away']",3,111,medium,-0.816969893010442,-0.5766803221148672,-2.4492935982947064e-16,1.0,1,0
1588,"['together', 'glory', 'pain', 'stay', 'home', 'stay', 'safe', 'save', 'life']","['hands', 'biceps', 'white', 'flexed', 'circle', 'raising', 'red']",2,0,high,-0.1361666490962464,-0.9906859460363308,0.8660254037844387,-0.4999999999999998,0,1
1589,"['remember', '𝐋𝐢𝐬𝐭', 'family']",[],9,223,high,0.5195839500354336,0.8544194045464886,0.8660254037844387,-0.4999999999999998,1,0
1590,"['pencil', 'evolution', 'year', 'since', 'start', 'draw']",[],3,2709,medium,0.6310879443260526,-0.7757112907044199,-2.4492935982947064e-16,1.0,1,0
1591,"['best', 'ever', 'first', 'goal']","['voltage', 'face', 'heart', 'in', 'high', 'screaming', 'red', 'fear']",3,1721,medium,-0.9976687691905392,-0.06824241336467135,-0.8660254037844385,-0.5000000000000004,0,1
1592,"['soo', 'official', 'theater', 'ballet', 'opera', 'culture', 'challenge', 'room', 'forget', 'everybody', 'need', 'blue', 'brother', 'everybody', 'need', 'somebody', 'love', 'light']","['dancing', 'cold', 'with', 'woman', 'violin', 'growing', 'heart', '&', 'sweat', 'open', 'face', 'mouth']",1,15840,medium,-0.8878852184023751,0.46006503773115237,1.2246467991473532e-16,-1.0,0,1
1593,"['sap', 'global', 'service', 'delivery', 'one', 'world', 'stay', 'socially', 'apart', 'yet', 'virtually', 'united', 'thanks', 'run', 'essential', 'business', 'support', 'people', 'challenge', 'time', 'career', 'sap']",[],2,75,small,-0.6310879443260528,-0.7757112907044198,-0.8660254037844385,-0.5000000000000004,1,0
1594,"['diane', 'fred', 'biomedical', 'technician', 'versailles', 'hospital', 'ensure', 'proper', 'function', 'respirator', 'syringe', 'pump', 'scope', 'many', 'useful', 'equipment', 'ovid', 'paris']","['fist', 'raised']",2,29,small,0.3984010898462418,-0.9172113015054528,-0.8660254037844385,-0.5000000000000004,1,0
1595,"['sure', 'today', 'read', 'book', 'suck', 'dick', 'work', 'next', 'makeup', 'collection', 'get', 'exercise']","['with', 'heart-eyes', 'smiling', 'face']",1,0,high,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001,1,0
1596,"['hello', 'dear', 'friend', 'happy', 'day']","['hands', 'heart', 'purple', 'folded']",3,37838,high,-0.6310879443260528,-0.7757112907044198,0.8660254037844386,0.5000000000000001,0,1
1597,"['help', 'never', 'easy', 'fun', 'tag', 'photo', 'video', 'play']",[],5,617,medium,0.5195839500354336,0.8544194045464886,0.8660254037844387,-0.4999999999999998,1,0
1598,"['two', 'important', 'requisite', 'right', 'fingertip', 'still', 'feel', 'sick', 'tire', 'folk', 'pls', 'needful', 'entertain']","['balloon', 'eyes', 'heart-eyes', 'with', 'party', 'paw', 'smiling', 'cat', 'sleeping', 'grinning', 'popper', 'prints', 'closed', 'kissing', 'face']",2,6090,high,0.9422609221188205,-0.33487961217098616,-0.8660254037844386,0.5000000000000001,0,1
1599,"['ran', 'marathon', 'fit', 'ovid', 'almost', 'kill', 'stat']",[],5,15570,small,0.5195839500354336,0.8544194045464886,1.2246467991473532e-16,-1.0,1,0
1600,"['take', 'march', 'four', 'week', 'ago', 'today', 'last', 'photo', 'take', 'knockdown', 'begin', 'hopefully', 'soon', 'able', 'return', 'connemara', 'watch', 'sun', 'set', 'enjoy', 'weekend']",[],4,3952,medium,0.9976687691905392,-0.06824241336467088,-0.8660254037844385,-0.5000000000000004,1,0
1601,"['nunc', 'demes', 'career', 'buen', 'fin', 'samana', 'never', 'stop', 'believe', 'great', 'weekend', 'orlando', 'florida']",[],4,2182,medium,-0.7308359642781246,0.6825531432186536,-0.8660254037844385,-0.5000000000000004,1,0
1602,"['notice', 'anything', 'familiar', 'tune', 'watch', 'celebrity', 'iou', 'april']",['eyes'],9,1,small,-0.9790840876823228,0.20345601305263417,-0.8660254037844385,-0.5000000000000004,1,0
1603,"['let', 'pledge', 'play', 'learn']",[],5,617,medium,0.9976687691905392,-0.06824241336467088,0.8660254037844387,-0.4999999999999998,1,0
1604,"['wash', 'hand', 'follow', 'step', 'protect', 'family', 'neighbor']","['pointing', 'mark', 'backhand', 'down', 'cross', 'index']",2,80,high,0.8169698930104421,-0.5766803221148671,0.8660254037844386,0.5000000000000001,0,1
1605,"['ancient', 'spiritual', 'value', 'system', 'upheld', 'saint', 'philosopher', 'monk', 'country', 'brutality', 'towards', 'attack', 'indian', 'culture', 'civilization', 'तऔषध', 'तऔषध']",[],7,4,high,0.2697967711570243,0.9629172873477994,1.2246467991473532e-16,-1.0,1,0
1606,"['celebrate', 'year', 'reminder', 'together', 'must', 'part', 'take', 'care', 'planet', 'learn', 'today']",[],4,617,medium,0.5195839500354336,0.8544194045464886,0.8660254037844387,-0.4999999999999998,1,0
1607,"['video', 'message', 'paul', 'anderson', 'aka', 'arthur', 'shelby', 'fan', 'order', 'peaky', 'blunder']",[],2,296,high,-0.816969893010442,-0.5766803221148672,-0.8660254037844385,-0.5000000000000004,1,0
1608,"['time', 'fly', 'baby', 'collection', 'korea', 'apr', 'line', 'friend', 'online', 'store', 'global', 'apr', 'pdt', 'line', 'friends', 'collection']",[],8,0,high,0.5195839500354336,0.8544194045464886,-0.8660254037844385,-0.5000000000000004,1,0
1609,"['would', 'love', 'see', 'mental', 'gymnastics', 'democrat', 'right', 'american', 'need', 'stay', 'home', 'versus', 'immigrant', 'need', 'come', 'america', 'president', 'genius']",[],1,245,high,0.5195839500354336,0.8544194045464886,0.8660254037844386,0.5000000000000001,1,0
1610,"['collection', 'lighten', 'day', 'home', 'lovely', 'plush', 'young', 'korea', 'line', 'friend', 'online', 'store', 'global', 'available', 'today', 'line', 'friends', 'collection']",[],6,0,high,0.2697967711570243,0.9629172873477994,0.8660254037844387,-0.4999999999999998,0,1
1611,"['school', 'strike', 'week', 'today', 'plan', 'global', 'climate', 'strike', 'million', 'take', 'part', 'emergency', 'adapt', 'change', 'behaviour', 'climate', 'crisis', 'still', 'ongoing', 'must', 'fight', 'every', 'crisis']",[],3,5176,high,-0.1361666490962464,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,1,0
1612,"['school', 'strike', 'week', 'today', 'plan', 'global', 'climate', 'strike', 'million', 'take', 'part', 'emergency', 'adapt', 'change', 'behaviour', 'climate', 'crisis', 'still', 'ongoing', 'must', 'fight', 'every', 'crisis']",[],3,76,high,-0.1361666490962464,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,1,0
1613,"['medical', 'worker', 'work', 'tirelessly', 'hospital', 'safe', 'healthy', 'please', 'maintain', 'hygiene', 'forget', 'press', 'heartfelt', 'gratitude', 'service', 'nation']",[],3,47,medium,0.9422609221188205,-0.33487961217098616,0.8660254037844386,0.5000000000000001,1,0
1614,"['enjoy', 'home', 'loyal', 'friend']","['face', 'winking']",1,37960,medium,-0.816969893010442,-0.5766803221148672,0.8660254037844386,0.5000000000000001,1,0
1615,"['believe', 'patanjali', 'sanitize', 'get', 'free', 'public', 'national', 'interest', 'between']",[],3,16,small,-0.9790840876823228,0.20345601305263417,0.8660254037844386,0.5000000000000001,1,0
1616,"['leo', 'time', 'responsible', 'stay', 'home']","['goat', 'with', 'heart', 'house', 'garden', 'red', 'blue']",2,131,high,-0.816969893010442,-0.5766803221148672,-0.8660254037844386,0.5000000000000001,1,0
1617,"['best', 'wish', 'happy', 'easter', 'love', 'one', 'hope', 'welcome', 'soon', 'good', 'health', 'celebrate', 'life', 'take', 'care']","['hands', 'hatching', 'chick', 'folded']",9,1,small,0.8169698930104421,-0.5766803221148671,-2.4492935982947064e-16,1.0,0,1
1618,"['hello', '𝘤𝘶𝘭𝘦𝘳𝘴', 'first', 'instalment', 'safe']","['heart', 'with', 'house', 'garden', 'waving', 'red', 'hand', 'blue']",2,131,high,0.3984010898462418,-0.9172113015054528,-2.4492935982947064e-16,1.0,1,0
1619,"['opposite', 'love', 'hate', 'indifference', 'opposite', 'art', 'ugliness', 'indifference', 'opposite', 'life', 'death', 'indifference']",[],5,17,medium,0.6310879443260526,-0.7757112907044199,1.2246467991473532e-16,-1.0,0,1
1620,"['trickery', 'word', 'unparalleled', 'dazzle', 'chooses', 'choose', 'step', 'deliver', 'lyrical', 'algebra', 'one', 'bar', 'mistake', 'still', 'doubt', 'bar', 'doubt']",[],4,2058,medium,-0.816969893010442,-0.5766803221148672,1.2246467991473532e-16,-1.0,1,0
1621,"['happy', 'spring', 'dear', 'friend', 'may', 'god', 'protect']","['beating', 'hearts', 'two', 'heart']",1,15840,medium,0.13616664909624665,-0.9906859460363308,-0.8660254037844386,0.5000000000000001,0,1
1622,"['good', 'night', 'part']","['kiss', 'red', 'mark', 'heart']",2,13,medium,-0.9422609221188204,-0.3348796121709864,1.2246467991473532e-16,-1.0,0,1
1623,"['hit', 'every', 'move', 'literally']",[],7,0,high,0.6310879443260526,-0.7757112907044199,-0.8660254037844385,-0.5000000000000004,1,0
1624,"['bon', 'week', 'end', 'tous', 'happy', 'week', 'end', 'dear', 'friend', 'may', 'god', 'protect', 'video', 'arthurhornig', 'amour', 'musique']","['bouquet', 'hands', 'heart', 'musical', 'folded', 'notes', 'red']",4,15840,high,-0.1361666490962464,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,0,1
1625,"['experience', 'symptom', 'ovid', 'animate', 'film', 'stanford', 'medicine', 'maya', 'adam', 'show', 'safely', 'get', 'care', 'keep', 'live', 'healthy']",[],3,72,medium,-0.5195839500354343,0.8544194045464881,1.2246467991473532e-16,-1.0,0,1
1626,"['bon', 'week', 'end', 'tous', 'happy', 'week', 'end', 'dear', 'friend', 'may', 'god', 'protect', 'video', 'arthurhornig', 'amour', 'musique']","['bouquet', 'hands', 'heart', 'musical', 'folded', 'notes', 'red']",4,1172,high,-0.1361666490962464,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,0,1
1627,"['day', 'long', 'wear', 'cotton', 'panty']",[],3,57,medium,-0.6310879443260528,-0.7757112907044198,0.8660254037844387,-0.4999999999999998,0,1
1628,"['collection', 'lighten', 'day', 'home', 'lovely', 'plush', 'young', 'korea', 'line', 'friend', 'online', 'store', 'global', 'available', 'today', 'line', 'friends', 'collection']",[],6,1,high,0.2697967711570243,0.9629172873477994,0.8660254037844387,-0.4999999999999998,0,1
1629,"['great', 'memory', 'public', 'sex', 'time', 'hot', 'fuck', 'dune', 'gran', 'canaria', 'cameraman', 'full', 'video']",[],1,1279,high,-0.816969893010442,-0.5766803221148672,0.8660254037844386,0.5000000000000001,1,0
1630,"['take', 'care', 'stay', 'safe', 'please']","['showing', 'hands', 'globe', 'folded', 'Europe-Africa']",2,2937,high,0.8878852184023752,0.4600650377311522,0.8660254037844387,-0.4999999999999998,1,0
1631,"['freestyle', 'skill', 'fleet']","['hands', 'clapping', 'fire']",2,131,high,0.0,1.0,1.2246467991473532e-16,-1.0,1,0
1632,"['put', 'together', 'collage', 'show', 'commitment', 'follow', 'guideline', 'provide', 'fight']",[],6,145,small,-0.3984010898462412,-0.9172113015054532,0.8660254037844387,-0.4999999999999998,1,0
1633,"['want', 'know', 'perfection', 'look', 'girl', 'stay', 'home', 'see', 'little', 'angel']","['halo', 'with', 'smiling', 'heart-eyes', 'face']",5,17,small,0.8878852184023752,0.4600650377311522,0.0,1.0,1,0
1634,"['time', 'year', 'enjoy', 'week', 'everyone']","['blossom', 'tulip', 'chick', 'beating', 'heart', 'cherry', 'front-facing', 'rabbit', 'hatching', 'baby', 'face']",4,9926,high,0.5195839500354336,0.8544194045464886,0.8660254037844387,-0.4999999999999998,1,0
1635,"['two', 'important', 'requisite', 'right', 'fingertip', 'still', 'feel', 'sick', 'tire', 'folk', 'pls', 'needful', 'entertain']","['balloon', 'eyes', 'heart-eyes', 'with', 'party', 'paw', 'smiling', 'cat', 'sleeping', 'grinning', 'popper', 'prints', 'closed', 'kissing', 'face']",2,3869,high,0.9422609221188205,-0.33487961217098616,-0.8660254037844386,0.5000000000000001,0,1
1636,"['bon', 'week', 'end', 'tous', 'happy', 'week', 'end', 'dear', 'friend', 'may', 'god', 'protect', 'video', 'arthurhornig', 'amour', 'musique']","['bouquet', 'hands', 'heart', 'musical', 'folded', 'notes', 'red']",4,53459,high,-0.1361666490962464,-0.9906859460363308,-0.8660254037844385,-0.5000000000000004,0,1
1637,"['stay', 'home', 'stay', 'home', 'stay', 'home', 'stay', 'home', 'stay', 'home', 'stay', 'home', 'stay', 'home']",[],3,152,medium,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,1,0
1638,"['great', 'poetry', 'jaybernard', 'danezsmith', 'available']",[],7,87331,small,0.13616664909624665,-0.9906859460363308,0.0,1.0,1,0
1639,"['precast', 'listen', 'chris', 'talk', 'get', 'friendly', 'error', 'development', 'volunteer', 'censorship', 'program', 'help', 'ppl', 'affect', 'ovid']","['party', 'studio', 'popper', 'microphone']",1,768,small,-0.6310879443260528,-0.7757112907044198,-0.8660254037844385,-0.5000000000000004,1,0
1640,"['let', 'forget', 'living', 'extreme', 'poverty', 'encourage', 'stable', 'economic', 'position', 'support', 'global', 'ngo', 'volunteer', 'past', 'see', 'work', 'shanty-towns']",[],4,103740,medium,-0.6310879443260528,-0.7757112907044198,-0.8660254037844386,0.5000000000000001,1,0
1641,"['evolution', 'medicine', 'wash', 'always', 'hand', 'stay', 'home', 'god', 'bless', 'inspire', 'poster']","['leaf', 'hands', 'four', 'folded', 'clover']",5,3,medium,-0.9976687691905392,-0.06824241336467135,-2.4492935982947064e-16,1.0,0,1
1642,"['corona', 'kill', 'virus']","['mask', 'with', 'medical', 'face']",2,40004,high,0.13616664909624665,-0.9906859460363308,1.2246467991473532e-16,-1.0,1,0
1643,"['hope', 'everyone', 'still', 'alright', 'might', 'bite', 'bored', 'annoyed', 'snap', 'others', 'remember', 'good', 'cause', 'save', 'life']",[],1,6,small,0.9422609221188205,-0.33487961217098616,0.8660254037844387,-0.4999999999999998,0,1
1644,"['believe', 'ourself', 'everything', 'fine', 'soon']","['red', 'heart']",9,0,medium,-0.9422609221188204,-0.3348796121709864,0.8660254037844387,-0.4999999999999998,0,1
1645,"['new', 'release', 'feat', 'katana']",[],7,23227,high,0.2697967711570243,0.9629172873477994,0.0,1.0,1,0
1646,"['two', 'important', 'requisite', 'right', 'fingertip', 'still', 'feel', 'sick', 'tire', 'folk', 'pls', 'needful', 'entertain']","['balloon', 'eyes', 'heart-eyes', 'with', 'party', 'paw', 'smiling', 'cat', 'sleeping', 'grinning', 'popper', 'prints', 'closed', 'kissing', 'face']",2,616,high,0.9422609221188205,-0.33487961217098616,-0.8660254037844386,0.5000000000000001,0,1
1647,"['let', 'forget', 'living', 'extreme', 'poverty', 'encourage', 'stable', 'economic', 'position', 'support', 'global', 'ngo', 'volunteer', 'past', 'see', 'work', 'shanty-towns']",[],4,2784,medium,-0.6310879443260528,-0.7757112907044198,-0.8660254037844386,0.5000000000000001,1,0
1648,"['nigerian', 'defeat', 'ovid', 'jesus', 'name', 'please', 'tell', 'people']","['hands', 'folded']",1,3704,small,-2.4492935982947064e-16,1.0,0.8660254037844386,0.5000000000000001,1,0
1649,"['enjoy', 'exclusive', 'content', 'fullvideos', 'thanks', 'xvi', 'share', 'film', 'session', 'encounter', 'enjoy', 'wash', 'hand', 'liberate', 'america']","['with', 'beating', 'heart', 'smiling', 'television', 'heart-eyes', 'face', 'fire']",9,312,high,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,1
1650,"['trickery', 'word', 'unparalleled', 'dazzle', 'chooses', 'choose', 'step', 'deliver', 'lyrical', 'algebra', 'one', 'bar', 'mistake', 'still', 'doubt', 'bar', 'doubt']",[],4,93,medium,-0.816969893010442,-0.5766803221148672,1.2246467991473532e-16,-1.0,1,0
1651,"['rip', 'people', 'lose', 'family', 'member', 'throw', 'time']","['tone', 'hands', 'medium-dark', 'skin', 'folded', 'hundred', 'points']",2,1496,medium,0.13616664909624665,-0.9906859460363308,1.2246467991473532e-16,-1.0,0,1
1652,"['quarantine', 'slave', 'fun', 'always', 'full', 'reflex', 'good', 'vibe']",[],15,3532,high,-0.3984010898462412,-0.9172113015054532,-0.8660254037844385,-0.5000000000000004,0,1
1653,"['planet', 'beg', 'different', 'relationship', 'take', 'advantage', 'day', 'free', 'trial', 'listen', 'deep', 'conversation']",[],4,64,medium,0.6310879443260526,-0.7757112907044199,0.8660254037844386,0.5000000000000001,1,0
1654,"['sergeant', 'tenancy', 'already', 'warn', 'use']","['winking', 'with', 'eye', 'stuck-out', '&', 'pistol', 'face', 'tongue']",1,25,high,-0.1361666490962464,-0.9906859460363308,0.0,1.0,1,0
1655,"['far', 'cubic', 'karnataka', 'ovid', 'action', 'group', 'provide', 'meal', 'dry', 'ration', 'disadvantage', 'family', 'pipe', 'designate', 'hospital', 'cubic', 'karnataka', 'continue', 'effort', 'across']",[],4,24,small,-0.3984010898462412,-0.9172113015054532,0.8660254037844386,0.5000000000000001,1,0
